shipment_id,order_id,warehouse_city,customer_city,shipment_date,delivery_date,shipment_status,transport_cost,weight_kg,distance_km,fuel_cost,driver_id,vehicle_type
100923,500923,Bangalore,Jaipur,2025-03-23,,Cancelled,4233,51,1681,5753,1057,Container
100924,500924,Chennai,Kolkata,2026-03-20,2026-03-28,Delayed,623,7,1612,11601,1098,Van
100925,500925,Chennai,Lucknow,2025-06-06,2025-06-09,Delivered,3478,37,1608,6724,1037,Container
100926,500926,Chennai,Kolkata,2026-05-08,2026-05-11,Delivered,5760,96,1972,6608,1025,Truck
100927,500927,Delhi,Lucknow,2026-01-19,2026-01-26,Delivered,4620,55,1578,8193,1083,Truck
100928,500928,Hyderabad,Delhi,2025-05-08,2025-05-18,Delivered,3300,25,845,4140,1033,Van
100929,500929,Chennai,Jaipur,2026-01-13,2026-01-20,Delivered,3894,59,1060,5435,1047,Truck
100930,500930,Pune,Pune,2025-09-25,2025-09-28,Delivered,4144,37,1063,6038,1085,Mini Truck
100931,500931,Delhi,Mumbai,2025-04-05,2025-04-12,Delivered,2475,55,2450,13112,1025,Container
100932,500932,Mumbai,Ahmedabad,2025-09-16,2025-09-25,Delivered,6059,73,2747,15722,1094,Container
100933,500933,Pune,Mumbai,2025-04-22,2025-04-28,Delivered,7521,109,634,4195,1096,Container
100934,500934,Pune,Hyderabad,2025-01-07,,Cancelled,3815,109,2064,6259,1100,Container
100935,500935,Chennai,Ahmedabad,2025-10-23,2025-10-26,Delayed,1566,27,1584,10093,1026,Container
100936,500936,Mumbai,Lucknow,2025-04-23,2025-04-27,Delivered,1176,28,873,5783,1098,Mini Truck
100937,500937,Bangalore,Ahmedabad,2026-03-28,2026-04-07,Delivered,1008,18,2656,7805,1011,Container
100938,500938,Delhi,Hyderabad,2025-03-07,2025-03-17,Delivered,3395,35,2007,12444,1013,Truck
100939,500939,Delhi,Hyderabad,2025-01-08,2025-01-09,Delivered,1717,17,914,6265,1049,Van
100940,500940,Hyderabad,Jaipur,2025-12-12,2025-12-18,Delivered,3900,52,1455,10174,1047,Container
100941,500941,Hyderabad,Kolkata,2025-02-28,,Cancelled,16008,116,1402,4277,1059,Container
100942,500942,Pune,Pune,2025-01-27,2025-02-05,Delivered,3280,40,1068,5324,1088,Container
100943,500943,Chennai,Ahmedabad,2025-07-12,2025-07-18,Delivered,567,7,2645,19318,1095,Van
100944,500944,Pune,Jaipur,2025-08-28,2025-09-04,Delivered,13464,99,2559,7542,1055,Container
100945,500945,Pune,Mumbai,2026-01-30,2026-02-03,Delivered,9696,96,636,4655,1092,Truck
100946,500946,Mumbai,Jaipur,2025-03-31,2025-04-09,Delivered,6496,116,1962,14578,1015,Container
100947,500947,Pune,Lucknow,2025-09-04,2025-09-07,Delivered,12524,101,2752,8233,1056,Truck
100948,500948,Mumbai,Chennai,2026-01-28,2026-02-01,Delayed,11640,97,1105,5657,1086,Truck
100949,500949,Pune,Pune,2026-05-19,2026-05-25,Delivered,12528,116,966,6486,1077,Truck
100950,500950,Pune,Chennai,2026-01-22,,In Transit,11800,100,1613,9728,1072,Container
100951,500951,Mumbai,Bangalore,2025-09-23,2025-09-25,Delivered,1482,19,415,2727,1025,Truck
100952,500952,Chennai,Chennai,2025-05-11,,In Transit,6837,53,2413,6054,1008,Mini Truck
100953,500953,Hyderabad,Ahmedabad,2025-11-24,2025-11-27,Delayed,7952,71,2768,15913,1014,Container
100954,500954,Delhi,Lucknow,2026-04-17,2026-04-22,Delivered,10976,112,946,5902,1019,Van
100955,500955,Mumbai,Delhi,2025-11-24,2025-11-26,Delivered,3840,40,2400,14330,1028,Container
100956,500956,Bangalore,Ahmedabad,2025-03-02,,Cancelled,6580,47,675,4348,1094,Mini Truck
100957,500957,Pune,Delhi,2025-07-03,,In Transit,7154,98,1654,13089,1085,Mini Truck
100958,500958,Delhi,Lucknow,2026-02-06,2026-02-14,Delivered,4165,49,1653,4785,1094,Van
100959,500959,Bangalore,Bangalore,2026-02-08,2026-02-14,Delivered,13938,101,2427,6789,1091,Van
100960,500960,Hyderabad,Pune,2025-05-21,2025-05-29,Delivered,2562,42,643,2378,1096,Mini Truck
100961,500961,Pune,Delhi,2026-01-06,2026-01-16,Delayed,1494,18,654,5053,1055,Mini Truck
100962,500962,Delhi,Mumbai,2025-12-31,,Cancelled,1350,27,264,2083,1084,Van
100963,500963,Chennai,Ahmedabad,2025-06-02,2025-06-09,Delivered,1800,36,189,722,1063,Van
100964,500964,Pune,Kolkata,2025-06-26,2025-07-03,Delivered,12376,104,2797,8371,1060,Container
100965,500965,Bangalore,Jaipur,2026-01-12,2026-01-14,Delivered,1455,15,549,3309,1066,Mini Truck
100966,500966,Delhi,Kolkata,2026-05-07,2026-05-09,Delivered,6148,106,2478,11427,1083,Container
100967,500967,Bangalore,Kolkata,2025-05-09,2025-05-11,Delivered,5568,96,2251,10645,1090,Truck
100968,500968,Hyderabad,Lucknow,2026-05-16,2026-05-26,Delivered,3650,73,2719,18065,1027,Truck
100969,500969,Mumbai,Kolkata,2025-07-04,2025-07-12,Delivered,5350,107,1337,3630,1074,Mini Truck
100970,500970,Pune,Pune,2025-03-31,2025-04-01,Delivered,1485,15,560,2319,1070,Mini Truck
100971,500971,Hyderabad,Delhi,2025-09-12,2025-09-21,Delivered,14280,120,1251,6802,1018,Container
100972,500972,Pune,Chennai,2026-06-20,,In Transit,5150,50,2532,13440,1089,Truck
100973,500973,Pune,Delhi,2025-08-31,2025-09-03,Delivered,2236,43,931,5410,1028,Van
100974,500974,Bangalore,Pune,2026-03-09,2026-03-14,Delivered,4484,38,1613,12049,1052,Container
100975,500975,Delhi,Hyderabad,2026-03-12,,In Transit,1403,23,2245,6483,1094,Van
100976,500976,Pune,Bangalore,2026-01-17,2026-01-26,Delivered,7216,82,721,5060,1041,Container
100977,500977,Hyderabad,Delhi,2025-09-11,2025-09-13,Delivered,8906,73,500,2758,1009,Van
100978,500978,Pune,Mumbai,2026-01-07,,In Transit,5512,104,1169,8508,1029,Van
100979,500979,Delhi,Mumbai,2026-01-22,,Cancelled,1584,33,1600,10888,1016,Mini Truck
100980,500980,Chennai,Hyderabad,2026-05-17,2026-05-23,Delivered,6674,94,2393,13241,1078,Truck
100981,500981,Delhi,Pune,2025-11-22,,In Transit,4266,54,790,5477,1087,Container
100982,500982,Hyderabad,Kolkata,2025-05-11,2025-05-20,Delivered,11424,96,686,2191,1049,Van
100983,500983,Delhi,Chennai,2025-09-13,2025-09-20,Delivered,5510,95,1925,9459,1046,Container
100984,500984,Chennai,Hyderabad,2025-10-10,,Cancelled,5254,71,987,5918,1012,Van
100985,500985,Hyderabad,Chennai,2025-04-03,2025-04-05,Delivered,4508,98,1033,3520,1008,Truck
100986,500986,Pune,Hyderabad,2026-05-20,2026-05-21,Delayed,7552,59,2133,6933,1064,Truck
100987,500987,Hyderabad,Delhi,2025-07-14,,In Transit,12600,100,79,382,1069,Van
100988,500988,Mumbai,Lucknow,2025-02-13,2025-02-16,Delivered,5733,91,2194,7594,1047,Mini Truck
100989,500989,Chennai,Chennai,2025-02-22,2025-03-01,Delivered,1274,26,1578,6878,1087,Mini Truck
100990,500990,Chennai,Mumbai,2025-10-25,2025-10-30,Delivered,1330,38,922,6047,1073,Container
100991,500991,Mumbai,Hyderabad,2026-06-12,,In Transit,1026,9,1946,13944,1008,Van
100992,500992,Delhi,Kolkata,2026-04-17,2026-04-23,Delivered,1422,18,71,525,1024,Container
100993,500993,Bangalore,Delhi,2025-04-14,2025-04-18,Delivered,1500,15,2217,16498,1053,Truck
100994,500994,Hyderabad,Delhi,2025-06-09,2025-06-14,Delayed,2805,33,1977,9012,1047,Container
100995,500995,Mumbai,Lucknow,2025-10-03,2025-10-11,Delivered,4895,89,1849,6044,1096,Container
100996,500996,Delhi,Chennai,2025-07-23,2025-07-28,Delivered,850,10,597,2875,1043,Truck
100997,500997,Mumbai,Bangalore,2026-05-06,,Cancelled,3432,39,536,2781,1064,Mini Truck
100998,500998,Bangalore,Ahmedabad,2026-05-29,2026-06-05,Delayed,1008,21,499,3423,1017,Mini Truck
100999,500999,Bangalore,Lucknow,2025-01-14,2025-01-18,Delayed,979,11,1451,11419,1095,Truck
101000,501000,Hyderabad,Jaipur,2025-10-24,2025-10-26,Delivered,6732,102,1806,10649,1094,Mini Truck
101001,501001,Mumbai,Hyderabad,2025-04-28,,In Transit,11280,94,1063,7455,1026,Container
101002,501002,Pune,Mumbai,2026-05-30,2026-06-03,Delivered,13110,114,2471,14800,1030,Truck
101003,501003,Mumbai,Ahmedabad,2025-02-09,2025-02-13,Delivered,851,23,1796,10579,1012,Truck
101004,501004,Hyderabad,Ahmedabad,2026-06-22,2026-06-26,Delivered,2937,33,1426,7323,1066,Container
101005,501005,Pune,Delhi,2025-11-08,2025-11-14,Delivered,5040,40,1487,7136,1041,Truck
101006,501006,Mumbai,Delhi,2025-01-01,2025-01-07,Delivered,3040,32,1218,4921,1078,Truck
101007,501007,Hyderabad,Pune,2025-09-16,,In Transit,3723,51,1419,4417,1086,Truck
101008,501008,Pune,Lucknow,2025-05-14,2025-05-20,Delivered,10200,100,2462,14343,1031,Van
101009,501009,Mumbai,Kolkata,2026-01-29,2026-01-31,Delivered,2730,21,2628,15268,1006,Mini Truck
101010,501010,Mumbai,Jaipur,2025-04-12,2025-04-21,Delivered,6132,84,1454,9435,1098,Mini Truck
101011,501011,Chennai,Pune,2025-02-14,2025-02-21,Delivered,9900,75,1084,7798,1072,Van
101012,501012,Bangalore,Jaipur,2025-05-01,,In Transit,1144,13,2027,10906,1065,Truck
101013,501013,Mumbai,Kolkata,2025-10-08,2025-10-11,Delivered,4494,42,236,668,1089,Mini Truck
101014,501014,Pune,Ahmedabad,2026-05-22,2026-05-31,Delivered,1274,14,727,4819,1050,Container
101015,501015,Hyderabad,Kolkata,2025-10-06,2025-10-07,Delivered,1550,25,2392,13769,1002,Container
101016,501016,Chennai,Lucknow,2025-09-23,2025-09-27,Delivered,4410,42,1149,3625,1029,Truck
101017,501017,Chennai,Bangalore,2025-10-26,2025-10-29,Delivered,6136,118,1187,4733,1007,Mini Truck
101018,501018,Mumbai,Lucknow,2025-04-29,2025-05-05,Delivered,6970,85,2528,10832,1091,Van
101019,501019,Pune,Pune,2026-02-23,,In Transit,1764,42,1379,8195,1002,Van
101020,501020,Mumbai,Hyderabad,2025-06-30,2025-07-01,Delivered,9782,73,2742,21016,1075,Truck
101021,501021,Pune,Ahmedabad,2025-09-21,,In Transit,9030,86,2525,9175,1057,Mini Truck
101022,501022,Bangalore,Hyderabad,2025-07-28,2025-08-04,Delivered,1536,24,1877,12226,1056,Van
101023,501023,Mumbai,Jaipur,2025-04-06,2025-04-14,Delivered,1652,28,771,4343,1094,Mini Truck
101024,501024,Pune,Hyderabad,2025-01-22,2025-01-25,Delivered,13298,109,1664,9722,1009,Mini Truck
101025,501025,Delhi,Ahmedabad,2025-09-09,2025-09-16,Delivered,884,17,2207,14339,1002,Truck
101026,501026,Hyderabad,Ahmedabad,2025-01-22,2025-01-23,Delivered,4080,102,2689,8677,1099,Truck
101027,501027,Bangalore,Pune,2025-01-14,2025-01-15,Delayed,11024,106,485,3176,1044,Truck
101028,501028,Mumbai,Pune,2026-05-07,2026-05-15,Delayed,8066,109,718,3105,1020,Mini Truck
101029,501029,Delhi,Lucknow,2025-10-01,2025-10-03,Delivered,336,7,232,1274,1014,Container
101030,501030,Mumbai,Delhi,2025-08-18,2025-08-25,Delivered,4320,54,653,3986,1029,Container
101031,501031,Pune,Mumbai,2026-05-19,2026-05-21,Delivered,2343,33,466,2080,1079,Van
101032,501032,Delhi,Chennai,2025-03-28,,In Transit,4674,82,668,3244,1043,Mini Truck
101033,501033,Pune,Ahmedabad,2025-06-03,,In Transit,10488,92,1285,8990,1045,Truck
101034,501034,Bangalore,Jaipur,2026-01-13,,In Transit,14580,108,362,909,1020,Mini Truck
101035,501035,Bangalore,Pune,2026-02-04,2026-02-12,Delivered,5341,109,325,1845,1094,Van
101036,501036,Mumbai,Mumbai,2025-11-27,,Cancelled,2240,28,1627,6924,1055,Container
101037,501037,Pune,Ahmedabad,2025-12-08,2025-12-12,Delivered,5670,54,1764,9232,1069,Container
101038,501038,Chennai,Lucknow,2025-08-24,2025-09-03,Delivered,9792,96,1777,10090,1089,Mini Truck
101039,501039,Pune,Mumbai,2025-08-29,2025-09-02,Delivered,9153,113,120,668,1018,Truck
101040,501040,Delhi,Chennai,2026-01-05,,In Transit,8280,115,620,3119,1071,Container
101041,501041,Mumbai,Bangalore,2025-08-18,2025-08-21,Delivered,1660,20,636,4154,1090,Container
101042,501042,Bangalore,Delhi,2025-04-19,2025-04-21,Delivered,3630,66,2482,6617,1047,Mini Truck
101043,501043,Delhi,Bangalore,2025-03-20,2025-03-27,Delivered,2280,24,797,5251,1096,Van
101044,501044,Hyderabad,Ahmedabad,2025-12-12,2025-12-13,Delivered,2214,41,505,1429,1083,Truck
101045,501045,Chennai,Pune,2026-05-31,2026-06-07,Delivered,13542,111,1785,13771,1059,Van
101046,501046,Chennai,Lucknow,2025-11-10,2025-11-17,Delivered,1150,25,1163,6243,1017,Mini Truck
101047,501047,Hyderabad,Kolkata,2025-02-27,2025-03-02,Delivered,12320,110,2340,16682,1089,Container
101048,501048,Hyderabad,Chennai,2026-02-19,,In Transit,3562,26,273,1240,1055,Mini Truck
101049,501049,Bangalore,Mumbai,2025-04-17,2025-04-27,Delivered,3952,104,1424,5435,1021,Truck
101050,501050,Delhi,Bangalore,2025-01-12,2025-01-17,Delayed,1740,29,2309,13879,1005,Mini Truck
101051,501051,Bangalore,Mumbai,2025-02-15,2025-02-23,Delivered,750,10,246,741,1040,Truck
101052,501052,Bangalore,Hyderabad,2026-02-12,2026-02-18,Delivered,12827,101,1650,7354,1017,Truck
101053,501053,Bangalore,Ahmedabad,2026-05-31,2026-06-03,Delivered,1088,8,2455,11296,1076,Truck
101054,501054,Bangalore,Pune,2025-06-05,2025-06-07,Delivered,5428,118,2613,20225,1030,Mini Truck
101055,501055,Pune,Pune,2025-06-14,,Cancelled,8832,69,2164,12655,1067,Van
101056,501056,Hyderabad,Pune,2025-12-14,2025-12-24,Delivered,4560,114,1814,13421,1100,Container
101057,501057,Mumbai,Bangalore,2025-03-18,,Cancelled,7546,77,2621,7956,1002,Mini Truck
101058,501058,Bangalore,Lucknow,2025-03-31,2025-04-08,Delivered,3240,45,745,2524,1036,Van
101059,501059,Bangalore,Mumbai,2025-03-14,2025-03-22,Delivered,2546,38,1988,13314,1057,Mini Truck
101060,501060,Delhi,Kolkata,2026-05-15,2026-05-20,Delivered,6384,56,1725,13013,1017,Container
101061,501061,Bangalore,Lucknow,2025-11-18,2025-11-25,Delivered,4692,69,1893,13867,1088,Truck
101062,501062,Chennai,Delhi,2025-09-08,2025-09-17,Delivered,288,6,683,2799,1021,Container
101063,501063,Delhi,Bangalore,2026-02-02,,In Transit,7110,90,432,2186,1083,Container
101064,501064,Delhi,Mumbai,2025-07-04,2025-07-11,Delayed,6180,103,1824,8588,1009,Van
101065,501065,Bangalore,Kolkata,2026-05-13,2026-05-21,Delivered,1767,19,1190,3225,1020,Container
101066,501066,Mumbai,Bangalore,2025-11-24,2025-12-04,Delivered,4368,104,1607,12294,1047,Container
101067,501067,Hyderabad,Bangalore,2025-02-25,2025-02-26,Delivered,7038,102,1782,6925,1023,Truck
101068,501068,Mumbai,Mumbai,2025-10-08,2025-10-13,Delivered,10208,116,1899,10228,1086,Van
101069,501069,Mumbai,Delhi,2025-04-05,,In Transit,7729,59,1450,5992,1026,Van
101070,501070,Hyderabad,Jaipur,2026-05-02,2026-05-05,Delivered,7520,94,1839,13827,1074,Container
101071,501071,Delhi,Lucknow,2025-07-23,2025-08-02,Delivered,6308,83,642,3949,1094,Van
101072,501072,Delhi,Pune,2026-04-15,,In Transit,3332,68,1346,9228,1087,Container
101073,501073,Bangalore,Lucknow,2025-01-04,,Cancelled,12876,111,564,2803,1075,Truck
101074,501074,Delhi,Bangalore,2025-07-12,2025-07-21,Delivered,11544,104,730,3340,1045,Mini Truck
101075,501075,Mumbai,Kolkata,2025-01-15,2025-01-21,Delivered,518,7,1286,6766,1016,Container
101076,501076,Pune,Jaipur,2026-02-28,2026-03-06,Delivered,9879,111,2271,12212,1098,Van
101077,501077,Delhi,Pune,2026-04-15,2026-04-18,Delivered,4125,75,2486,13636,1049,Van
101078,501078,Pune,Ahmedabad,2025-10-18,2025-10-20,Delivered,736,16,475,2884,1079,Container
101079,501079,Delhi,Jaipur,2025-04-13,2025-04-22,Delivered,9480,79,183,749,1054,Mini Truck
101080,501080,Mumbai,Jaipur,2026-01-26,2026-02-03,Delivered,2720,20,1486,11185,1053,Container
101081,501081,Delhi,Chennai,2025-08-18,2025-08-23,Delivered,7956,117,2747,11511,1054,Mini Truck
101082,501082,Delhi,Ahmedabad,2025-02-03,2025-02-06,Delivered,14734,106,1583,8475,1095,Van
101083,501083,Bangalore,Pune,2026-03-17,2026-03-24,Delivered,3393,29,2574,12003,1007,Container
101084,501084,Mumbai,Ahmedabad,2025-06-27,2025-07-03,Delivered,6390,71,698,2631,1091,Mini Truck
101085,501085,Chennai,Mumbai,2026-02-06,,In Transit,8925,85,1115,3762,1042,Mini Truck
101086,501086,Delhi,Mumbai,2025-01-27,2025-02-06,Delivered,2736,24,163,1041,1011,Container
101087,501087,Delhi,Pune,2026-04-10,2026-04-16,Delivered,3304,28,1031,7669,1039,Mini Truck
101088,501088,Chennai,Bangalore,2026-01-23,2026-01-24,Delayed,2120,40,389,2314,1082,Truck
101089,501089,Delhi,Jaipur,2025-05-06,2025-05-11,Delivered,1748,38,789,2308,1047,Mini Truck
101090,501090,Hyderabad,Mumbai,2026-05-18,2026-05-25,Delayed,1610,14,2042,5962,1088,Container
101091,501091,Hyderabad,Chennai,2026-04-07,2026-04-10,Delayed,2451,43,91,557,1081,Truck
101092,501092,Delhi,Chennai,2025-12-22,2026-01-01,Delivered,2835,81,2288,7713,1095,Van
101093,501093,Delhi,Bangalore,2025-01-31,2025-02-09,Delivered,4340,70,674,4898,1015,Mini Truck
101094,501094,Delhi,Chennai,2025-05-22,2025-05-25,Delivered,3744,39,1170,4207,1012,Van
101095,501095,Pune,Lucknow,2025-10-29,2025-11-06,Delivered,5160,60,2149,16274,1033,Mini Truck
101096,501096,Mumbai,Hyderabad,2026-02-07,2026-02-17,Delivered,5984,44,728,2644,1093,Container
101097,501097,Hyderabad,Jaipur,2026-03-10,2026-03-15,Delivered,12426,109,1355,4189,1050,Container
101098,501098,Mumbai,Kolkata,2025-12-28,2025-12-30,Delivered,2418,62,735,5710,1033,Container
101099,501099,Bangalore,Kolkata,2025-12-27,2025-12-29,Delivered,2492,28,1371,9391,1046,Mini Truck
101100,501100,Delhi,Bangalore,2026-01-16,2026-01-22,Delivered,1500,20,89,559,1092,Van
101101,501101,Mumbai,Jaipur,2025-11-26,,In Transit,6384,76,321,1303,1028,Mini Truck
101102,501102,Delhi,Lucknow,2025-10-12,2025-10-14,Delivered,6864,78,2697,16860,1056,Van
101103,501103,Bangalore,Bangalore,2025-07-21,2025-07-29,Delivered,4760,68,241,1160,1016,Container
101104,501104,Mumbai,Kolkata,2025-12-01,2025-12-05,Delivered,5538,78,137,355,1074,Truck
101105,501105,Hyderabad,Hyderabad,2025-05-15,,In Transit,5768,56,201,1517,1006,Van
101106,501106,Pune,Delhi,2025-03-13,2025-03-20,Delivered,6790,97,1282,5441,1045,Container
101107,501107,Delhi,Lucknow,2025-11-17,2025-11-18,Delivered,6820,55,1272,10063,1064,Truck
101108,501108,Bangalore,Kolkata,2025-04-16,2025-04-17,Delivered,5720,110,92,283,1042,Container
101109,501109,Mumbai,Pune,2025-04-01,2025-04-07,Delivered,3815,109,2251,17192,1007,Van
101110,501110,Delhi,Mumbai,2025-02-19,,In Transit,1078,14,1130,7100,1049,Van
101111,501111,Pune,Pune,2025-05-22,2025-05-24,Delivered,1113,21,1357,9012,1053,Container
101112,501112,Pune,Mumbai,2026-06-19,2026-06-29,Delivered,6402,66,2758,21705,1042,Container
101113,501113,Mumbai,Mumbai,2025-09-28,2025-09-30,Delayed,3300,50,2337,14319,1095,Mini Truck
101114,501114,Pune,Mumbai,2025-03-18,,Cancelled,432,12,920,5692,1060,Container
101115,501115,Mumbai,Jaipur,2025-04-18,2025-04-28,Delivered,10200,102,2211,15966,1098,Van
101116,501116,Pune,Jaipur,2025-06-07,,In Transit,1134,18,582,4389,1050,Container
101117,501117,Chennai,Lucknow,2025-07-27,2025-07-31,Delayed,1157,13,1188,4042,1040,Truck
101118,501118,Mumbai,Jaipur,2025-04-20,2025-04-24,Delayed,406,7,1937,7684,1061,Container
101119,501119,Bangalore,Hyderabad,2025-05-02,,In Transit,1350,15,1501,5503,1051,Container
101120,501120,Chennai,Chennai,2025-02-24,2025-03-02,Delivered,2006,17,251,1155,1055,Mini Truck
101121,501121,Bangalore,Bangalore,2026-02-17,2026-02-22,Delivered,7056,72,2538,13584,1014,Truck
101122,501122,Pune,Bangalore,2025-04-24,2025-04-25,Delivered,12852,119,196,776,1009,Truck
101123,501123,Bangalore,Bangalore,2026-02-19,2026-02-21,Delivered,3234,33,1148,4168,1027,Van
101124,501124,Pune,Hyderabad,2025-10-22,2025-10-24,Delayed,3472,28,2111,12500,1095,Van
101125,501125,Pune,Bangalore,2025-06-24,2025-06-26,Delivered,2002,26,817,6086,1019,Truck
101126,501126,Pune,Jaipur,2026-03-15,2026-03-18,Delivered,2128,38,365,2275,1002,Van
101127,501127,Hyderabad,Kolkata,2025-01-02,2025-01-06,Delivered,2600,65,498,3488,1073,Van
101128,501128,Mumbai,Lucknow,2026-05-31,2026-06-03,Delivered,4888,104,434,1812,1095,Van
101129,501129,Hyderabad,Jaipur,2025-12-26,,Cancelled,3589,37,2767,10775,1059,Truck
101130,501130,Bangalore,Hyderabad,2025-12-08,,In Transit,11544,104,2769,14298,1035,Truck
101131,501131,Mumbai,Ahmedabad,2025-08-14,2025-08-17,Delivered,1900,50,2089,8030,1095,Container
101132,501132,Bangalore,Bangalore,2025-04-02,2025-04-09,Delivered,6020,86,492,3603,1087,Container
101133,501133,Chennai,Pune,2025-09-29,,In Transit,4165,49,1406,8070,1036,Van
101134,501134,Mumbai,Delhi,2026-06-17,2026-06-27,Delivered,2720,20,1825,9129,1045,Van
101135,501135,Delhi,Delhi,2026-05-26,,In Transit,2806,23,1960,6519,1038,Mini Truck
101136,501136,Bangalore,Jaipur,2025-10-23,2025-10-28,Delivered,240,6,1909,7054,1076,Truck
101137,501137,Delhi,Jaipur,2025-11-10,2025-11-16,Delivered,3649,89,52,201,1045,Van
101138,501138,Chennai,Lucknow,2025-06-08,,Cancelled,5088,96,1158,9237,1026,Container
101139,501139,Chennai,Mumbai,2025-10-25,2025-11-02,Delivered,6900,50,1068,6655,1050,Container
101140,501140,Hyderabad,Mumbai,2025-09-25,,In Transit,4617,81,1322,7405,1087,Van
101141,501141,Chennai,Pune,2025-07-24,2025-07-31,Delivered,5475,75,867,3621,1039,Container
101142,501142,Chennai,Pune,2026-01-20,2026-01-27,Delayed,1734,17,617,3042,1041,Van
101143,501143,Hyderabad,Chennai,2026-03-14,2026-03-21,Delivered,6784,64,163,431,1099,Container
101144,501144,Delhi,Pune,2025-11-06,2025-11-16,Delayed,3570,70,1578,9333,1073,Van
101145,501145,Delhi,Ahmedabad,2025-05-09,2025-05-10,Delivered,5952,64,2171,15447,1011,Truck
101146,501146,Bangalore,Mumbai,2025-12-08,2025-12-13,Delivered,9471,77,2022,8739,1008,Truck
101147,501147,Pune,Kolkata,2026-06-08,2026-06-09,Delayed,9494,94,889,2927,1095,Container
101148,501148,Mumbai,Bangalore,2025-06-08,2025-06-13,Delivered,13386,97,76,392,1089,Mini Truck
101149,501149,Delhi,Mumbai,2025-01-01,2025-01-03,Delivered,4686,71,446,1616,1061,Truck
101150,501150,Chennai,Jaipur,2026-02-05,2026-02-07,Delivered,4128,43,1707,13493,1031,Van
101151,501151,Chennai,Jaipur,2025-05-07,2025-05-08,Delivered,3892,28,630,4155,1031,Mini Truck
101152,501152,Chennai,Lucknow,2025-07-25,2025-07-30,Delivered,1974,42,2784,21645,1064,Van
101153,501153,Pune,Hyderabad,2026-02-05,2026-02-07,Delivered,8896,64,1757,8497,1004,Van
101154,501154,Hyderabad,Mumbai,2026-02-03,2026-02-08,Delivered,1062,9,2692,19955,1080,Container
101155,501155,Delhi,Chennai,2025-05-23,2025-05-31,Delivered,2200,40,87,388,1065,Mini Truck
101156,501156,Bangalore,Lucknow,2026-02-04,2026-02-07,Delivered,7040,88,670,4092,1073,Van
101157,501157,Hyderabad,Pune,2025-10-13,2025-10-18,Delayed,6435,55,329,1697,1061,Mini Truck
101158,501158,Chennai,Lucknow,2026-06-23,2026-06-29,Delivered,6320,80,2428,13875,1052,Truck
101159,501159,Delhi,Delhi,2025-06-12,2025-06-14,Delivered,5168,68,2001,13365,1099,Mini Truck
